"TIME","GEO","UNIT","NA_ITEM","Value"
"2015","Norway","Chain linked volumes, index 2010=100","Gross capital formation","110.3"
"2015","Norway","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2015","Norway","Current prices, million euro","Gross domestic product at market prices","348,408.4"
"2015","Norway","Current prices, million euro","Final consumption expenditure","232,746.7"
"2015","Norway","Current prices, million euro","Final consumption expenditure of NPISH","8,106.7"
"2015","Norway","Current prices, million euro","Gross capital formation","96,061.9"
"2015","Norway","Current prices, million euro","External balance of goods and services","19,599.8"
"2015","Norway","Chain linked volumes (2010), million euro","Gross domestic product at market prices","353,138.2"
"2015","Norway","Chain linked volumes (2010), million euro","Final consumption expenditure","230,347.4"
"2015","Norway","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","7,884.1"
"2015","Norway","Chain linked volumes (2010), million euro","Gross capital formation","90,822.9"
"2015","Norway","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2015","Switzerland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","108.5"
"2015","Switzerland","Chain linked volumes, index 2010=100","Final consumption expenditure","109.1"
"2015","Switzerland","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","113.4"
"2015","Switzerland","Chain linked volumes, index 2010=100","Gross capital formation","100.8"
"2015","Switzerland","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2015","Switzerland","Current prices, million euro","Gross domestic product at market prices","612,168.9"
"2015","Switzerland","Current prices, million euro","Final consumption expenditure","400,149.5"
"2015","Switzerland","Current prices, million euro","Final consumption expenditure of NPISH","10,670.5"
"2015","Switzerland","Current prices, million euro","Gross capital formation","141,568.6"
"2015","Switzerland","Current prices, million euro","External balance of goods and services","70,450.9"
"2015","Switzerland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","478,555.8"
"2015","Switzerland","Chain linked volumes (2010), million euro","Final consumption expenditure","314,991.1"
"2015","Switzerland","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","8,159.9"
"2015","Switzerland","Chain linked volumes (2010), million euro","Gross capital formation","106,067.8"
"2015","Switzerland","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2015","Montenegro","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"2015","Montenegro","Chain linked volumes, index 2010=100","Final consumption expenditure",":"
"2015","Montenegro","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH",":"
"2015","Montenegro","Chain linked volumes, index 2010=100","Gross capital formation",":"
"2015","Montenegro","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2015","Montenegro","Current prices, million euro","Gross domestic product at market prices","3,624.7"
"2015","Montenegro","Current prices, million euro","Final consumption expenditure","3,573.4"
"2015","Montenegro","Current prices, million euro","Final consumption expenditure of NPISH",":"
"2015","Montenegro","Current prices, million euro","Gross capital formation","725.7"
"2015","Montenegro","Current prices, million euro","External balance of goods and services","-674.4"
"2015","Montenegro","Chain linked volumes (2010), million euro","Gross domestic product at market prices","3,419.6"
"2015","Montenegro","Chain linked volumes (2010), million euro","Final consumption expenditure","3,379.3"
"2015","Montenegro","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH",":"
"2015","Montenegro","Chain linked volumes (2010), million euro","Gross capital formation","699.0"
"2015","Montenegro","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2015","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","Gross domestic product at market prices","112.8"
"2015","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","Final consumption expenditure","105.5"
"2015","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","115.2"
"2015","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","Gross capital formation","156.5"
"2015","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2015","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross domestic product at market prices","9,072.3"
"2015","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Final consumption expenditure","7,785.8"
"2015","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Final consumption expenditure of NPISH","74.0"
"2015","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross capital formation","2,758.3"
"2015","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","External balance of goods and services","-1,471.8"
"2015","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","Gross domestic product at market prices","8,021.6"
"2015","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","Final consumption expenditure","7,039.8"
"2015","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","67.4"
"2015","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","Gross capital formation","2,721.3"
"2015","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2015","Albania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","109.3"
"2015","Albania","Chain linked volumes, index 2010=100","Final consumption expenditure","108.1"
"2015","Albania","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","146.7"
"2015","Albania","Chain linked volumes, index 2010=100","Gross capital formation","95.1"
"2015","Albania","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2015","Albania","Current prices, million euro","Gross domestic product at market prices","10,217.5"
"2015","Albania","Current prices, million euro","Final consumption expenditure","9,439.2"
"2015","Albania","Current prices, million euro","Final consumption expenditure of NPISH","69.7"
"2015","Albania","Current prices, million euro","Gross capital formation","2,691.2"
"2015","Albania","Current prices, million euro","External balance of goods and services","-1,772.2"
"2015","Albania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,832.3"
"2015","Albania","Chain linked volumes (2010), million euro","Final consumption expenditure","8,680.1"
"2015","Albania","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","67.8"
"2015","Albania","Chain linked volumes (2010), million euro","Gross capital formation","2,591.8"
"2015","Albania","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2015","Serbia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.8"
"2015","Serbia","Chain linked volumes, index 2010=100","Final consumption expenditure","97.9"
"2015","Serbia","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.7"
"2015","Serbia","Chain linked volumes, index 2010=100","Gross capital formation","113.3"
"2015","Serbia","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2015","Serbia","Current prices, million euro","Gross domestic product at market prices","33,491.0"
"2015","Serbia","Current prices, million euro","Final consumption expenditure","30,443.6"
"2015","Serbia","Current prices, million euro","Final consumption expenditure of NPISH","308.3"
"2015","Serbia","Current prices, million euro","Gross capital formation","6,313.7"
"2015","Serbia","Current prices, million euro","External balance of goods and services","-3,266.3"
"2015","Serbia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","30,312.1"
"2015","Serbia","Chain linked volumes (2010), million euro","Final consumption expenditure","28,137.3"
"2015","Serbia","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","267.2"
"2015","Serbia","Chain linked volumes (2010), million euro","Gross capital formation","6,231.2"
"2015","Serbia","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2015","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices","140.9"
"2015","Turkey","Chain linked volumes, index 2010=100","Final consumption expenditure",":"
"2015","Turkey","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH",":"
"2015","Turkey","Chain linked volumes, index 2010=100","Gross capital formation",":"
"2015","Turkey","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2015","Turkey","Current prices, million euro","Gross domestic product at market prices","772,978.8"
"2015","Turkey","Current prices, million euro","Final consumption expenditure",":"
"2015","Turkey","Current prices, million euro","Final consumption expenditure of NPISH",":"
"2015","Turkey","Current prices, million euro","Gross capital formation",":"
"2015","Turkey","Current prices, million euro","External balance of goods and services",":"
"2015","Turkey","Chain linked volumes (2010), million euro","Gross domestic product at market prices","818,862.7"
"2015","Turkey","Chain linked volumes (2010), million euro","Final consumption expenditure",":"
"2015","Turkey","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH",":"
"2015","Turkey","Chain linked volumes (2010), million euro","Gross capital formation",":"
"2015","Turkey","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2015","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.8"
"2015","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Final consumption expenditure",":"
"2015","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH",":"
"2015","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross capital formation",":"
"2015","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2015","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices",":"
"2015","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure",":"
"2015","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure of NPISH",":"
"2015","Bosnia and Herzegovina","Current prices, million euro","Gross capital formation",":"
"2015","Bosnia and Herzegovina","Current prices, million euro","External balance of goods and services",":"
"2015","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":"
"2015","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Final consumption expenditure",":"
"2015","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH",":"
"2015","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross capital formation",":"
"2015","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","117.0"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Final consumption expenditure","114.6"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","83.7"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross capital formation","99.1"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","5,806.9"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure","5,961.0"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure of NPISH","21.0"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross capital formation","1,601.0"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","External balance of goods and services","-1,755.0"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","5,148.5"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Final consumption expenditure","5,175.7"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","21.8"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross capital formation","1,437.5"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2016","European Union (28 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.8"
"2016","European Union (28 countries)","Chain linked volumes, index 2010=100","Final consumption expenditure","105.0"
"2016","European Union (28 countries)","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","108.6"
"2016","European Union (28 countries)","Chain linked volumes, index 2010=100","Gross capital formation","110.3"
"2016","European Union (28 countries)","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2016","European Union (28 countries)","Current prices, million euro","Gross domestic product at market prices","14,905,007.8"
"2016","European Union (28 countries)","Current prices, million euro","Final consumption expenditure","11,389,271.0"
"2016","European Union (28 countries)","Current prices, million euro","Final consumption expenditure of NPISH","249,886.6"
"2016","European Union (28 countries)","Current prices, million euro","Gross capital formation","3,006,006.6"
"2016","European Union (28 countries)","Current prices, million euro","External balance of goods and services","509,730.2"
"2016","European Union (28 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,824,157.6"
"2016","European Union (28 countries)","Chain linked volumes (2010), million euro","Final consumption expenditure","10,606,404.2"
"2016","European Union (28 countries)","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","226,367.7"
"2016","European Union (28 countries)","Chain linked volumes (2010), million euro","Gross capital formation","2,880,417.4"
"2016","European Union (28 countries)","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2016","European Union (15 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.1"
"2016","European Union (15 countries)","Chain linked volumes, index 2010=100","Final consumption expenditure","104.4"
"2016","European Union (15 countries)","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","109.2"
"2016","European Union (15 countries)","Chain linked volumes, index 2010=100","Gross capital formation","110.3"
"2016","European Union (15 countries)","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2016","European Union (15 countries)","Current prices, million euro","Gross domestic product at market prices","13,690,312.6"
"2016","European Union (15 countries)","Current prices, million euro","Final consumption expenditure","10,488,326.7"
"2016","European Union (15 countries)","Current prices, million euro","Final consumption expenditure of NPISH","238,921.0"
"2016","European Union (15 countries)","Current prices, million euro","Gross capital formation","2,744,996.8"
"2016","European Union (15 countries)","Current prices, million euro","External balance of goods and services","456,989.1"
"2016","European Union (15 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","12,650,810.3"
"2016","European Union (15 countries)","Chain linked volumes (2010), million euro","Final consumption expenditure","9,727,990.2"
"2016","European Union (15 countries)","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","216,315.1"
"2016","European Union (15 countries)","Chain linked volumes (2010), million euro","Gross capital formation","2,621,360.1"
"2016","European Union (15 countries)","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.8"
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","Final consumption expenditure","103.1"
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","114.0"
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","Gross capital formation","104.4"
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","10,788,834.8"
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Final consumption expenditure","8,110,420.0"
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Final consumption expenditure of NPISH","161,232.4"
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross capital formation","2,199,605.0"
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","External balance of goods and services","478,809.7"
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","10,100,947.3"
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Final consumption expenditure","7,647,790.7"
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","149,396.0"
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Gross capital formation","2,090,046.0"
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2016","Euro area (19 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.8"
"2016","Euro area (19 countries)","Chain linked volumes, index 2010=100","Final consumption expenditure","103.1"
"2016","Euro area (19 countries)","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","114.0"
"2016","Euro area (19 countries)","Chain linked volumes, index 2010=100","Gross capital formation","104.4"
"2016","Euro area (19 countries)","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2016","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","10,788,834.8"
"2016","Euro area (19 countries)","Current prices, million euro","Final consumption expenditure","8,110,420.0"
"2016","Euro area (19 countries)","Current prices, million euro","Final consumption expenditure of NPISH","161,232.4"
"2016","Euro area (19 countries)","Current prices, million euro","Gross capital formation","2,199,605.0"
"2016","Euro area (19 countries)","Current prices, million euro","External balance of goods and services","478,809.7"
"2016","Euro area (19 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","10,100,947.3"
"2016","Euro area (19 countries)","Chain linked volumes (2010), million euro","Final consumption expenditure","7,647,790.7"
"2016","Euro area (19 countries)","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","149,396.0"
"2016","Euro area (19 countries)","Chain linked volumes (2010), million euro","Gross capital formation","2,090,046.0"
"2016","Euro area (19 countries)","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2016","Euro area (12 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.6"
"2016","Euro area (12 countries)","Chain linked volumes, index 2010=100","Final consumption expenditure","103.0"
"2016","Euro area (12 countries)","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","113.2"
"2016","Euro area (12 countries)","Chain linked volumes, index 2010=100","Gross capital formation","104.3"
"2016","Euro area (12 countries)","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2016","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","10,554,503.7"
"2016","Euro area (12 countries)","Current prices, million euro","Final consumption expenditure","7,932,654.8"
"2016","Euro area (12 countries)","Current prices, million euro","Final consumption expenditure of NPISH","159,064.0"
"2016","Euro area (12 countries)","Current prices, million euro","Gross capital formation","2,152,069.1"
"2016","Euro area (12 countries)","Current prices, million euro","External balance of goods and services","469,779.8"
"2016","Euro area (12 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,882,187.8"
"2016","Euro area (12 countries)","Chain linked volumes (2010), million euro","Final consumption expenditure","7,483,668.4"
"2016","Euro area (12 countries)","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","146,318.4"
"2016","Euro area (12 countries)","Chain linked volumes (2010), million euro","Gross capital formation","2,044,091.5"
"2016","Euro area (12 countries)","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2016","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.6"
"2016","Belgium","Chain linked volumes, index 2010=100","Final consumption expenditure","104.9"
"2016","Belgium","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","99.2"
"2016","Belgium","Chain linked volumes, index 2010=100","Gross capital formation","117.9"
"2016","Belgium","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2016","Belgium","Current prices, million euro","Gross domestic product at market prices","423,048.4"
"2016","Belgium","Current prices, million euro","Final consumption expenditure","316,287.8"
"2016","Belgium","Current prices, million euro","Final consumption expenditure of NPISH","5,232.4"
"2016","Belgium","Current prices, million euro","Gross capital formation","101,135.4"
"2016","Belgium","Current prices, million euro","External balance of goods and services","5,625.2"
"2016","Belgium","Chain linked volumes (2010), million euro","Gross domestic product at market prices","389,268.9"
"2016","Belgium","Chain linked volumes (2010), million euro","Final consumption expenditure","289,099.8"
"2016","Belgium","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","4,706.9"
"2016","Belgium","Chain linked volumes (2010), million euro","Gross capital formation","97,694.2"
"2016","Belgium","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2016","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","112.2"
"2016","Bulgaria","Chain linked volumes, index 2010=100","Final consumption expenditure","111.9"
"2016","Bulgaria","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","162.1"
"2016","Bulgaria","Chain linked volumes, index 2010=100","Gross capital formation","97.4"
"2016","Bulgaria","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2016","Bulgaria","Current prices, million euro","Gross domestic product at market prices","48,128.6"
"2016","Bulgaria","Current prices, million euro","Final consumption expenditure","36,838.8"
"2016","Bulgaria","Current prices, million euro","Final consumption expenditure of NPISH","305.1"
"2016","Bulgaria","Current prices, million euro","Gross capital formation","9,213.8"
"2016","Bulgaria","Current prices, million euro","External balance of goods and services","2,076.0"
"2016","Bulgaria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","42,900.7"
"2016","Bulgaria","Chain linked volumes (2010), million euro","Final consumption expenditure","34,329.3"
"2016","Bulgaria","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","243.3"
"2016","Bulgaria","Chain linked volumes (2010), million euro","Gross capital formation","8,406.3"
"2016","Bulgaria","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2016","Czech Republic","Chain linked volumes, index 2010=100","Gross domestic product at market prices","111.5"
"2016","Czech Republic","Chain linked volumes, index 2010=100","Final consumption expenditure","106.9"
"2016","Czech Republic","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","107.2"
"2016","Czech Republic","Chain linked volumes, index 2010=100","Gross capital formation","111.2"
"2016","Czech Republic","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2016","Czech Republic","Current prices, million euro","Gross domestic product at market prices","176,564.3"
"2016","Czech Republic","Current prices, million euro","Final consumption expenditure","116,844.6"
"2016","Czech Republic","Current prices, million euro","Final consumption expenditure of NPISH","1,026.9"
"2016","Czech Republic","Current prices, million euro","Gross capital formation","46,506.6"
"2016","Czech Republic","Current prices, million euro","External balance of goods and services","13,213.1"
"2016","Czech Republic","Chain linked volumes (2010), million euro","Gross domestic product at market prices","174,742.8"
"2016","Czech Republic","Chain linked volumes (2010), million euro","Final consumption expenditure","116,896.3"
"2016","Czech Republic","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","1,150.8"
"2016","Czech Republic","Chain linked volumes (2010), million euro","Gross capital formation","47,265.7"
"2016","Czech Republic","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2016","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.9"
"2016","Denmark","Chain linked volumes, index 2010=100","Final consumption expenditure","104.9"
"2016","Denmark","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","97.6"
"2016","Denmark","Chain linked volumes, index 2010=100","Gross capital formation","124.5"
"2016","Denmark","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2016","Denmark","Current prices, million euro","Gross domestic product at market prices","277,489.1"
"2016","Denmark","Current prices, million euro","Final consumption expenditure","202,091.3"
"2016","Denmark","Current prices, million euro","Final consumption expenditure of NPISH","3,918.9"
"2016","Denmark","Current prices, million euro","Gross capital formation","58,210.0"
"2016","Denmark","Current prices, million euro","External balance of goods and services","17,188.0"
"2016","Denmark","Chain linked volumes (2010), million euro","Gross domestic product at market prices","262,441.0"
"2016","Denmark","Chain linked volumes (2010), million euro","Final consumption expenditure","191,208.5"
"2016","Denmark","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","3,661.6"
"2016","Denmark","Chain linked volumes (2010), million euro","Gross capital formation","54,706.0"
"2016","Denmark","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2016","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.7"
"2016","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Final consumption expenditure","109.3"
"2016","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","124.5"
"2016","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross capital formation","106.4"
"2016","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2016","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","3,144,050.0"
"2016","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Final consumption expenditure","2,289,840.0"
"2016","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Final consumption expenditure of NPISH","55,256.0"
"2016","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross capital formation","603,591.0"
"2016","Germany (until 1990 former territory of the FRG)","Current prices, million euro","External balance of goods and services","250,619.0"
"2016","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,855,352.4"
"2016","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Final consumption expenditure","2,119,217.9"
"2016","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","48,894.1"
"2016","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross capital formation","538,753.2"
"2016","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2016","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","122.2"
"2016","Estonia","Chain linked volumes, index 2010=100","Final consumption expenditure","123.4"
"2016","Estonia","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","159.4"
"2016","Estonia","Chain linked volumes, index 2010=100","Gross capital formation","147.5"
"2016","Estonia","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2016","Estonia","Current prices, million euro","Gross domestic product at market prices","21,098.3"
"2016","Estonia","Current prices, million euro","Final consumption expenditure","15,503.4"
"2016","Estonia","Current prices, million euro","Final consumption expenditure of NPISH","361.8"
"2016","Estonia","Current prices, million euro","Gross capital formation","5,114.8"
"2016","Estonia","Current prices, million euro","External balance of goods and services","814.4"
"2016","Estonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","17,976.6"
"2016","Estonia","Chain linked volumes (2010), million euro","Final consumption expenditure","13,143.8"
"2016","Estonia","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","333.3"
"2016","Estonia","Chain linked volumes (2010), million euro","Gross capital formation","4,616.9"
"2016","Estonia","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2016","Ireland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","149.7"
"2016","Ireland","Chain linked volumes, index 2010=100","Final consumption expenditure","106.4"
"2016","Ireland","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","90.9"
"2016","Ireland","Chain linked volumes, index 2010=100","Gross capital formation","288.0"
"2016","Ireland","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2016","Ireland","Current prices, million euro","Gross domestic product at market prices","275,567.1"
